a|PersonType|NameStyle|Title|FirstName|MiddleName|LastName|Suffix|EmailPromotion|AdditionalContactInfo
3324|IN|0|NULL|Gabrielle|M|Brooks|NULL|0|NULL
3325|IN|0|NULL|Gabrielle|NULL|Kelly|NULL|0|NULL
3326|IN|0|NULL|Toni|NULL|Malhotra|NULL|0|NULL
3327|IN|0|NULL|Gabrielle|M|Sanders|NULL|1|NULL
3328|IN|0|NULL|Toni|NULL|Sai|NULL|0|NULL
3329|IN|0|NULL|Gabrielle|NULL|Price|NULL|0|NULL
3330|IN|0|NULL|Toni|NULL|Arun|NULL|0|NULL
3331|IN|0|NULL|Gabrielle|NULL|Bennett|NULL|0|NULL
3332|IN|0|NULL|Gabrielle|S|Wood|NULL|1|NULL
3333|IN|0|NULL|Toni|NULL|Madan|NULL|0|NULL
3334|IN|0|NULL|Gabrielle|NULL|Barnes|NULL|0|NULL
3335|IN|0|NULL|Gabrielle|J|Ross|NULL|1|NULL
3336|IN|0|NULL|Gabrielle|B|Henderson|NULL|0|NULL
3337|IN|0|NULL|Gabrielle|NULL|Coleman|NULL|2|NULL
3338|IN|0|NULL|Gabrielle|B|Jenkins|NULL|1|NULL
3339|IN|0|NULL|Toni|NULL|Srini|NULL|0|NULL
3340|IN|0|NULL|Gabrielle|NULL|Perry|NULL|2|NULL
3341|IN|0|NULL|Gabrielle|F|Powell|NULL|0|NULL
3342|IN|0|NULL|Cedric|NULL|Zhou|NULL|2|NULL
3343|IN|0|NULL|Toni|NULL|Prasad|NULL|0|NULL
3344|IN|0|NULL|Gabrielle|NULL|Long|NULL|0|NULL
3345|IN|0|NULL|Gabrielle|NULL|Patterson|NULL|0|NULL
3346|IN|0|NULL|Toni|E|Sara|NULL|2|NULL
3347|IN|0|NULL|Gabrielle|NULL|Hughes|NULL|0|NULL
3348|IN|0|NULL|Toni|NULL|Randall|NULL|1|NULL
3349|IN|0|NULL|Toni|NULL|Raman|NULL|0|NULL
3350|IN|0|NULL|Gabrielle|NULL|Washington|NULL|0|NULL
3351|IN|0|NULL|Toni|M|Sullivan|NULL|0|NULL
3352|IN|0|NULL|Gabrielle|NULL|Butler|NULL|1|NULL
3353|IN|0|NULL|Gabrielle|NULL|Simmons|NULL|2|NULL
3354|IN|0|NULL|Toni|NULL|Mehta|NULL|0|NULL
3355|IN|0|NULL|Gabrielle|NULL|Foster|NULL|1|NULL
3356|IN|0|NULL|Toni|NULL|Garcia|NULL|2|NULL
3357|IN|0|NULL|Gabrielle|NULL|Gonzales|NULL|1|NULL
3358|IN|0|NULL|Gabrielle|NULL|Bryant|NULL|0|NULL
3359|IN|0|NULL|Toni|C|Fernandez|NULL|2|NULL
3360|IN|0|NULL|Gabrielle|NULL|Alexander|NULL|1|NULL
3361|IN|0|NULL|Toni|K|Lopez|NULL|0|NULL
3362|IN|0|NULL|Gabrielle|J|Russell|NULL|0|NULL
3363|IN|0|NULL|Toni|NULL|Martinez|NULL|0|NULL
3364|IN|0|NULL|Gabrielle|NULL|Griffin|NULL|0|NULL
3365|IN|0|NULL|Cedric|K|Ye|NULL|1|NULL
3366|IN|0|NULL|Toni|E|Gonzalez|NULL|0|NULL
3367|IN|0|NULL|Toni|J|Rodriguez|NULL|1|NULL
3368|IN|0|NULL|Gabrielle|NULL|Diaz|NULL|0|NULL
3369|IN|0|NULL|Toni|H|Sanchez|NULL|2|NULL
3370|IN|0|NULL|Haley|NULL|Stewart|NULL|0|NULL
3371|IN|0|NULL|Toni|NULL|Perez|NULL|2|NULL
3372|IN|0|NULL|Haley|R|Sanchez|NULL|2|NULL
3373|IN|0|NULL|Mayra|M|Suri|NULL|0|NULL
3374|IN|0|NULL|Haley|A|Morris|NULL|0|NULL
3375|IN|0|NULL|Haley|M|Rogers|NULL|0|NULL
3376|IN|0|NULL|Mayra|NULL|Chandra|NULL|0|NULL
3377|IN|0|NULL|Joan|NULL|Cook|NULL|0|NULL
3378|IN|0|NULL|Mayra|R|Patel|NULL|1|NULL
3379|IN|0|NULL|Haley|A|Morgan|NULL|0|NULL
3380|IN|0|NULL|Haley|A|Bell|NULL|1|NULL
3381|IN|0|NULL|Mayra|J|Kovar|NULL|1|NULL
3382|IN|0|NULL|Mayra|E|Malhotra|NULL|1|NULL
3383|IN|0|NULL|Haley|NULL|Murphy|NULL|1|NULL
3384|IN|0|NULL|Mayra|E|Sai|NULL|2|NULL
3385|IN|0|NULL|Haley|S|Bailey|NULL|0|NULL
3386|IN|0|NULL|Mayra|NULL|Arun|NULL|1|NULL
3387|IN|0|NULL|Haley|C|Rivera|NULL|0|NULL
3388|IN|0|NULL|Haley|NULL|Cooper|NULL|0|NULL
3389|IN|0|NULL|Mayra|M|Madan|NULL|0|NULL
3390|IN|0|NULL|Haley|NULL|Richardson|NULL|0|NULL
3391|IN|0|NULL|Mayra|NULL|Srini|NULL|2|NULL
3392|IN|0|NULL|Mayra|NULL|Prasad|NULL|2|NULL
3393|IN|0|NULL|Haley|NULL|Cox|NULL|2|NULL
3394|IN|0|NULL|Haley|NULL|Howard|NULL|0|NULL
3395|IN|0|NULL|Haley|J|Ward|NULL|1|NULL
3396|IN|0|NULL|Mayra|NULL|Schmidt|NULL|0|NULL
3397|IN|0|NULL|Haley|W|Torres|NULL|0|NULL
3398|IN|0|NULL|Mayra|NULL|Randall|NULL|1|NULL
3399|IN|0|NULL|Haley|NULL|Gray|NULL|1|NULL
3400|IN|0|NULL|Haley|A|Ramirez|NULL|1|NULL
3401|IN|0|NULL|Mayra|P|Raman|NULL|2|NULL
3402|IN|0|NULL|Joan|NULL|James|NULL|0|NULL
3403|IN|0|NULL|Mayra|C|Subram|NULL|0|NULL
3404|IN|0|NULL|Haley|S|Brooks|NULL|0|NULL
3405|IN|0|NULL|Haley|NULL|Kelly|NULL|0|NULL
3406|IN|0|NULL|Haley|NULL|Sanders|NULL|0|NULL
3407|IN|0|NULL|Haley|A|Price|NULL|1|NULL
3408|IN|0|NULL|Mayra|NULL|Mehta|NULL|0|NULL
3409|IN|0|NULL|Haley|E|Wood|NULL|0|NULL
3410|IN|0|NULL|Mayra|C|Garcia|NULL|0|NULL
3411|IN|0|NULL|Mayra|E|Lopez|NULL|0|NULL
3412|IN|0|NULL|Mayra|D|Martinez|NULL|1|NULL
3413|IN|0|NULL|Haley|J|Barnes|NULL|2|NULL
3414|IN|0|NULL|Haley|T|Ross|NULL|0|NULL
3415|IN|0|NULL|Mayra|T|Gonzalez|NULL|0|NULL
3416|IN|0|NULL|Haley|A|Henderson|NULL|1|NULL
3417|IN|0|NULL|Mayra|S|Sanchez|NULL|0|NULL
3418|IN|0|NULL|Joan|K|Coleman|NULL|1|NULL
3419|IN|0|NULL|Mayra|NULL|Perez|NULL|0|NULL
3420|IN|0|NULL|Haley|L|Jenkins|NULL|0|NULL
3421|IN|0|NULL|Lydia|NULL|Suri|NULL|0|NULL
3422|IN|0|NULL|Haley|H|Perry|NULL|0|NULL
3423|IN|0|NULL|Cedric|M|Xu|NULL|0|NULL
3424|IN|0|NULL|Haley|NULL|Powell|NULL|0|NULL
3425|IN|0|NULL|Lydia|NULL|Chandra|NULL|1|NULL
3426|IN|0|NULL|Haley|NULL|Long|NULL|1|NULL
3427|IN|0|NULL|Haley|NULL|Patterson|NULL|0|NULL
3428|IN|0|NULL|Lydia|B|Patel|NULL|1|NULL
3429|IN|0|NULL|Haley|M|Hughes|NULL|0|NULL
3430|IN|0|NULL|Haley|M|Flores|NULL|1|NULL
3431|IN|0|NULL|Lydia|NULL|Weber|NULL|0|NULL
3432|IN|0|NULL|Haley|F|Washington|NULL|1|NULL
3433|IN|0|NULL|Lydia|M|Malhotra|NULL|0|NULL
3434|IN|0|NULL|Haley|L|Butler|NULL|1|NULL
3435|IN|0|NULL|Lydia|L|Sai|NULL|1|NULL
3436|IN|0|NULL|Haley|T|Simmons|NULL|2|NULL
3437|IN|0|NULL|Lydia|A|Arun|NULL|0|NULL
3438|IN|0|NULL|Haley|NULL|Foster|NULL|0|NULL
3439|IN|0|NULL|Lydia|J|Srini|NULL|2|NULL
3440|IN|0|NULL|Haley|NULL|Gonzales|NULL|0|NULL
3441|IN|0|NULL|Cedric|NULL|Sun|NULL|0|NULL
3442|IN|0|NULL|Lydia|NULL|Prasad|NULL|0|NULL
3443|IN|0|NULL|Haley|NULL|Bryant|NULL|2|NULL
3444|IN|0|NULL|Lydia|NULL|Sara|NULL|0|NULL
3445|IN|0|NULL|Haley|NULL|Alexander|NULL|0|NULL
3446|IN|0|NULL|Haley|NULL|Russell|NULL|0|NULL
3447|IN|0|NULL|Haley|L|Griffin|NULL|0|NULL
3448|IN|0|NULL|Lydia|NULL|Rana|NULL|0|NULL
3449|IN|0|NULL|Haley|NULL|Diaz|NULL|0|NULL
3450|IN|0|NULL|Lydia|NULL|Raman|NULL|0|NULL
3451|IN|0|NULL|Lydia|F|Subram|NULL|1|NULL
3452|IN|0|NULL|Lydia|P|Garcia|NULL|0|NULL
3453|IN|0|NULL|Lydia|M|Fernandez|NULL|1|NULL
3454|IN|0|NULL|Lydia|NULL|Lopez|NULL|1|NULL
3455|IN|0|NULL|Lydia|NULL|Martinez|NULL|0|NULL
3456|IN|0|NULL|Cedric|T|Zhu|NULL|0|NULL
3457|IN|0|NULL|Lydia|C|Gonzalez|NULL|0|NULL
3458|IN|0|NULL|Lydia|S|Sanchez|NULL|0|NULL
3459|IN|0|NULL|Abigail|L|Diaz|NULL|0|NULL
3460|IN|0|NULL|Jessica|NULL|Stewart|NULL|0|NULL
3461|IN|0|NULL|Lydia|NULL|Perez|NULL|0|NULL
3462|IN|0|NULL|Jessica|M|Sanchez|NULL|0|NULL
3463|IN|0|NULL|Jessica|NULL|Morris|NULL|0|NULL
3464|IN|0|NULL|Paul|J|Suurs|NULL|0|NULL
3465|IN|0|NULL|Jessica|M|Rogers|NULL|2|NULL
3466|IN|0|NULL|Abby|J|Kapoor|NULL|0|NULL
3467|IN|0|NULL|Jessica|H|Reed|NULL|0|NULL
3468|IN|0|NULL|Jessica|J|Cook|NULL|1|NULL
3469|IN|0|NULL|Abby|E|Chandra|NULL|2|NULL
3470|IN|0|NULL|Jessica|NULL|Morgan|NULL|2|NULL
3471|IN|0|NULL|Jessica|NULL|Bell|NULL|0|NULL
3472|IN|0|NULL|Abby|NULL|Patel|NULL|0|NULL
3473|IN|0|NULL|Jessica|NULL|Murphy|NULL|0|NULL
3474|IN|0|NULL|Jessica|L|Bailey|NULL|2|NULL
3475|IN|0|NULL|Karla|T|She|NULL|1|NULL
3476|IN|0|NULL|Jessica|M|Rivera|NULL|1|NULL
3477|IN|0|NULL|Jessica|NULL|Cooper|NULL|1|NULL
3478|IN|0|NULL|Karla|C|Deng|NULL|0|NULL
3479|IN|0|NULL|Jessica|S|Richardson|NULL|1|NULL
3480|IN|0|NULL|Cedric|A|Gao|NULL|1|NULL
3481|IN|0|NULL|Karla|E|Shen|NULL|1|NULL
3482|IN|0|NULL|Jessica|B|Cox|NULL|0|NULL
3483|IN|0|NULL|Karla|NULL|Xie|NULL|0|NULL
3484|IN|0|NULL|Jessica|NULL|Howard|NULL|1|NULL
3485|IN|0|NULL|Jessica|NULL|Ward|NULL|0|NULL
3486|IN|0|NULL|Karla|M|Tang|NULL|1|NULL
3487|IN|0|NULL|Karla|M|Xu|NULL|0|NULL
3488|IN|0|NULL|Jessica|NULL|Torres|NULL|1|NULL
3489|IN|0|NULL|Karla|V|Luo|NULL|0|NULL
3490|IN|0|NULL|Jessica|M|Peterson|NULL|2|NULL
3491|IN|0|NULL|Karla|W|Yuan|NULL|0|NULL
3492|IN|0|NULL|Jessica|NULL|Gray|NULL|0|NULL
3493|IN|0|NULL|Jessica|R|Ramirez|NULL|0|NULL
3494|IN|0|NULL|Jessica|NULL|James|NULL|2|NULL
3495|IN|0|NULL|Karla|H|Kumar|NULL|0|NULL
3496|IN|0|NULL|Jessica|NULL|Watson|NULL|0|NULL
3497|IN|0|NULL|Jessica|NULL|Brooks|NULL|0|NULL
3498|IN|0|NULL|Karla|NULL|Lal|NULL|1|NULL
3499|IN|0|NULL|Jessica|NULL|Kelly|NULL|0|NULL
3500|IN|0|NULL|Jessica|NULL|Sanders|NULL|0|NULL
3501|IN|0|NULL|Karla|A|Sharma|NULL|2|NULL
3502|IN|0|NULL|Jessica|S|Bennett|NULL|0|NULL
3503|IN|0|NULL|Karla|NULL|Shan|NULL|0|NULL
3504|IN|0|NULL|Cedric|W|Ma|NULL|1|NULL
3505|IN|0|NULL|Karla|NULL|Jai|NULL|2|NULL
3506|IN|0|NULL|Jessica|NULL|Wood|NULL|0|NULL
3507|IN|0|NULL|Jessica|NULL|Barnes|NULL|0|NULL
3508|IN|0|NULL|Karla|A|Pal|NULL|1|NULL
3509|IN|0|NULL|Jessica|NULL|Ross|NULL|2|NULL
3510|IN|0|NULL|Jessica|NULL|Henderson|NULL|0|NULL
3511|IN|0|NULL|Jessica|NULL|Coleman|NULL|0|NULL
3512|IN|0|NULL|Karla|R|Andersen|NULL|2|NULL
3513|IN|0|NULL|Jessica|NULL|Jenkins|NULL|1|NULL
3514|IN|0|NULL|Jessica|NULL|Perry|NULL|0|NULL
3515|IN|0|NULL|Karla|NULL|Raje|NULL|0|NULL
3516|IN|0|NULL|Karla|K|Chavez|NULL|0|NULL
3517|IN|0|NULL|Jessica|NULL|Powell|NULL|1|NULL
3518|IN|0|NULL|Jessica|R|Long|NULL|2|NULL
3519|IN|0|NULL|Jessica|NULL|Patterson|NULL|0|NULL
3520|IN|0|NULL|Karla|NULL|Chander|NULL|2|NULL
3521|IN|0|NULL|Jessica|A|Hughes|NULL|0|NULL
3522|IN|0|NULL|Jessica|R|Flores|NULL|2|NULL
3523|IN|0|NULL|Jessica|K|Butler|NULL|2|NULL
3524|IN|0|NULL|Karla|C|Nara|NULL|2|NULL
3525|IN|0|NULL|Jessica|C|Simmons|NULL|2|NULL
3526|IN|0|NULL|Jessica|NULL|Foster|NULL|2|NULL
3527|IN|0|NULL|Karla|NULL|Nath|NULL|0|NULL
3528|IN|0|NULL|Jessica|A|Gonzales|NULL|0|NULL
3529|IN|0|NULL|Jessica|NULL|Bryant|NULL|0|NULL
3530|IN|0|NULL|Jessica|K|Alexander|NULL|1|NULL
3531|IN|0|NULL|Jessica|NULL|Russell|NULL|0|NULL
3532|IN|0|NULL|Karla|L|Goel|NULL|1|NULL
3533|IN|0|NULL|Jessica|A|Griffin|NULL|0|NULL
3534|IN|0|NULL|Jessica|NULL|Diaz|NULL|2|NULL
3535|IN|0|NULL|Warren|A|Chander|NULL|0|NULL
3536|IN|0|NULL|Cedric|R|Liang|NULL|1|NULL
3537|IN|0|NULL|Karla|M|Becker|NULL|1|NULL
3538|IN|0|NULL|Taylor|NULL|Stewart|NULL|0|NULL
3539|IN|0|NULL|Karla|V|Raji|NULL|1|NULL
3540|IN|0|NULL|Taylor|V|Morris|NULL|0|NULL
3541|IN|0|NULL|Karla|NULL|Anand|NULL|1|NULL
3542|IN|0|NULL|Taylor|NULL|Rogers|NULL|0|NULL
3543|IN|0|NULL|Shawna|R|She|NULL|0|NULL
3544|IN|0|NULL|Taylor|NULL|Reed|NULL|0|NULL
3545|IN|0|NULL|Taylor|NULL|Cook|NULL|1|NULL
3546|IN|0|NULL|Taylor|M|Morgan|NULL|0|NULL
3547|IN|0|NULL|Taylor|G|Bell|NULL|0|NULL
3548|IN|0|NULL|Shawna|C|Deng|NULL|2|NULL
3549|IN|0|NULL|Taylor|NULL|Murphy|NULL|2|NULL
3550|IN|0|NULL|Taylor|A|Bailey|NULL|2|NULL
3551|IN|0|NULL|Shawna|NULL|Simpson|NULL|1|NULL
3552|IN|0|NULL|Taylor|C|Rivera|NULL|0|NULL
3553|IN|0|NULL|Shawna|J|Xie|NULL|1|NULL
3554|IN|0|NULL|Taylor|NULL|Cooper|NULL|2|NULL
3555|IN|0|NULL|Shawna|A|Tang|NULL|1|NULL
3556|IN|0|NULL|Taylor|NULL|Richardson|NULL|0|NULL
3557|IN|0|NULL|Shawna|NULL|Xu|NULL|0|NULL
3558|IN|0|NULL|Taylor|NULL|Cox|NULL|0|NULL
3559|IN|0|NULL|Shawna|NULL|Luo|NULL|0|NULL
3560|IN|0|NULL|Taylor|NULL|Howard|NULL|1|NULL
3561|IN|0|NULL|Taylor|NULL|Ward|NULL|2|NULL
3562|IN|0|NULL|Cedric|R|Guo|NULL|0|NULL
3563|IN|0|NULL|Shawna|D|Yuan|NULL|1|NULL
3564|IN|0|NULL|Taylor|NULL|Torres|NULL|0|NULL
3565|IN|0|NULL|Taylor|P|Peterson|NULL|0|NULL
3566|IN|0|NULL|Shawna|L|Kumar|NULL|0|NULL
3567|IN|0|NULL|Taylor|M|Gray|NULL|2|NULL
3568|IN|0|NULL|Taylor|D|Ramirez|NULL|0|NULL
3569|IN|0|NULL|Shawna|NULL|Lal|NULL|0|NULL
3570|IN|0|NULL|Taylor|L|James|NULL|0|NULL
3571|IN|0|NULL|Shawna|K|Sharma|NULL|1|NULL
3572|IN|0|NULL|Taylor|NULL|Watson|NULL|2|NULL
3573|IN|0|NULL|Taylor|L|Brooks|NULL|0|NULL
3574|IN|0|NULL|Shawna|K|Shan|NULL|2|NULL
3575|IN|0|NULL|Taylor|D|Kelly|NULL|0|NULL
3576|IN|0|NULL|Taylor|NULL|Sanders|NULL|1|NULL
3577|IN|0|NULL|Shawna|W|Jai|NULL|2|NULL
3578|IN|0|NULL|Taylor|NULL|Price|NULL|0|NULL
3579|IN|0|NULL|Taylor|L|Bennett|NULL|0|NULL
3580|IN|0|NULL|Taylor|NULL|Wood|NULL|2|NULL
3581|IN|0|NULL|Shawna|W|Pal|NULL|0|NULL
3582|IN|0|NULL|Taylor|NULL|Barnes|NULL|0|NULL
3583|IN|0|NULL|Taylor|S|Ross|NULL|0|NULL
3584|IN|0|NULL|Taylor|M|Henderson|NULL|1|NULL
3585|IN|0|NULL|Taylor|NULL|Coleman|NULL|2|NULL
3586|IN|0|NULL|Shawna|C|Andersen|NULL|0|NULL
3587|IN|0|NULL|Taylor|NULL|Jenkins|NULL|0|NULL
3588|IN|0|NULL|Shawna|F|Raje|NULL|1|NULL
3589|IN|0|NULL|Taylor|J|Perry|NULL|2|NULL
3590|IN|0|NULL|Taylor|L|Powell|NULL|1|NULL
3591|IN|0|NULL|Cedric|W|He|NULL|2|NULL
3592|IN|0|NULL|Shawna|H|Chander|NULL|1|NULL
3593|IN|0|NULL|Taylor|NULL|Patterson|NULL|1|NULL
3594|IN|0|NULL|Shawna|E|Rai|NULL|2|NULL
3595|IN|0|NULL|Taylor|J|Hughes|NULL|1|NULL
3596|IN|0|NULL|Taylor|W|Flores|NULL|0|NULL
3597|IN|0|NULL|Taylor|NULL|Washington|NULL|2|NULL
3598|IN|0|NULL|Taylor|NULL|Butler|NULL|0|NULL
3599|IN|0|NULL|Shawna|L|Goel|NULL|2|NULL
3600|IN|0|NULL|Taylor|F|Foster|NULL|0|NULL
3601|IN|0|NULL|Shawna|C|Black|NULL|2|NULL
3602|IN|0|NULL|Taylor|M|Gonzales|NULL|1|NULL
3603|IN|0|NULL|Taylor|D|Bryant|NULL|0|NULL
3604|IN|0|NULL|Shawna|P|Raji|NULL|0|NULL
3605|IN|0|NULL|Taylor|NULL|Alexander|NULL|1|NULL
3606|IN|0|NULL|Taylor|E|Russell|NULL|0|NULL
3607|IN|0|NULL|Shawna|P|Anand|NULL|0|NULL
3608|IN|0|NULL|Taylor|E|Griffin|NULL|0|NULL
3609|IN|0|NULL|Taylor|E|Diaz|NULL|0|NULL
3610|IN|0|NULL|Yolanda|M|She|NULL|0|NULL
3611|IN|0|NULL|Anna|NULL|Stewart|NULL|0|NULL
3612|IN|0|NULL|Yolanda|NULL|Deng|NULL|0|NULL
3613|IN|0|NULL|Anna|NULL|Sanchez|NULL|0|NULL
3614|IN|0|NULL|Cedric|V|Zheng|NULL|2|NULL
3615|IN|0|NULL|Yolanda|NULL|Simpson|NULL|1|NULL
3616|IN|0|NULL|Anna|A|Morris|NULL|2|NULL
3617|IN|0|NULL|Yolanda|NULL|Xie|NULL|0|NULL
3618|IN|0|NULL|Anna|NULL|Rogers|NULL|2|NULL
3619|IN|0|NULL|Yolanda|E|Xu|NULL|2|NULL
3620|IN|0|NULL|Anna|S|Reed|NULL|2|NULL
3621|IN|0|NULL|Yolanda|NULL|Luo|NULL|0|NULL
3622|IN|0|NULL|Anna|M|Cook|NULL|0|NULL
3623|IN|0|NULL|Anna|E|Morgan|NULL|0|NULL
3624|IN|0|NULL|Yolanda|C|Yuan|NULL|2|NULL
3625|IN|0|NULL|Anna|K|Bell|NULL|0|NULL
3626|IN|0|NULL|Yolanda|J|Kumar|NULL|0|NULL
3627|IN|0|NULL|Anna|L|Murphy|NULL|1|NULL
3628|IN|0|NULL|Anna|NULL|Bailey|NULL|0|NULL
3629|IN|0|NULL|Yolanda|K|Sharma|NULL|0|NULL
3630|IN|0|NULL|Anna|NULL|Rivera|NULL|2|NULL
3631|IN|0|NULL|Yolanda|NULL|Shan|NULL|0|NULL
3632|IN|0|NULL|Anna|NULL|Cooper|NULL|0|NULL
3633|IN|0|NULL|Cedric|NULL|Hu|NULL|2|NULL
3634|IN|0|NULL|Yolanda|E|Jai|NULL|0|NULL
3635|IN|0|NULL|Anna|R|Richardson|NULL|0|NULL
3636|IN|0|NULL|Anna|L|Cox|NULL|2|NULL
3637|IN|0|NULL|Yolanda|NULL|Pal|NULL|1|NULL
3638|IN|0|NULL|Anna|A|Howard|NULL|0|NULL
3639|IN|0|NULL|Anna|NULL|Ward|NULL|1|NULL
3640|IN|0|NULL|Yolanda|NULL|Andersen|NULL|0|NULL
3641|IN|0|NULL|Anna|P|Torres|NULL|0|NULL
3642|IN|0|NULL|Anna|R|Gray|NULL|0|NULL
3643|IN|0|NULL|Yolanda|NULL|Raje|NULL|0|NULL
3644|IN|0|NULL|Anna|NULL|Ramirez|NULL|0|NULL
3645|IN|0|NULL|Yolanda|NULL|Chander|NULL|0|NULL
3646|IN|0|NULL|Anna|NULL|James|NULL|0|NULL
3647|IN|0|NULL|Anna|NULL|Watson|NULL|0|NULL
3648|IN|0|NULL|Yolanda|NULL|Nara|NULL|2|NULL
3649|IN|0|NULL|Anna|S|Brooks|NULL|0|NULL
3650|IN|0|NULL|Yolanda|NULL|Rai|NULL|1|NULL
3651|IN|0|NULL|Yolanda|A|Nath|NULL|2|NULL
3652|IN|0|NULL|Anna|E|Sanders|NULL|0|NULL
3653|IN|0|NULL|Anna|NULL|Price|NULL|0|NULL
3654|IN|0|NULL|Yolanda|M|Goel|NULL|1|NULL
3655|IN|0|NULL|Cedric|NULL|Cai|NULL|1|NULL
3656|IN|0|NULL|Yolanda|NULL|Bhat|NULL|0|NULL
3657|IN|0|NULL|Anna|J|Wood|NULL|0|NULL
3658|IN|0|NULL|Anna|NULL|Barnes|NULL|0|NULL
3659|IN|0|NULL|Anna|D|Ross|NULL|0|NULL
3660|IN|0|NULL|Yolanda|W|Raji|NULL|1|NULL
3661|IN|0|NULL|Anna|NULL|Henderson|NULL|1|NULL
3662|IN|0|NULL|Anna|NULL|Coleman|NULL|1|NULL
3663|IN|0|NULL|Yolanda|NULL|Anand|NULL|0|NULL
3664|IN|0|NULL|Anna|M|Jenkins|NULL|0|NULL
3665|IN|0|NULL|Anna|NULL|Perry|NULL|2|NULL
3666|IN|0|NULL|Anna|J|Powell|NULL|1|NULL
3667|IN|0|NULL|Bonnie|NULL|She|NULL|1|NULL
3668|IN|0|NULL|Anna|NULL|Long|NULL|0|NULL
3669|IN|0|NULL|Bonnie|A|Deng|NULL|0|NULL
3670|IN|0|NULL|Anna|NULL|Patterson|NULL|0|NULL
3671|IN|0|NULL|Anna|NULL|Hughes|NULL|2|NULL
3672|IN|0|NULL|Anna|H|Flores|NULL|0|NULL
3673|IN|0|NULL|Bonnie|NULL|Shen|NULL|2|NULL
3674|IN|0|NULL|Anna|NULL|Washington|NULL|1|NULL
3675|IN|0|NULL|Bonnie|NULL|Xie|NULL|0|NULL
3676|IN|0|NULL|Anna|M|Butler|NULL|0|NULL
3677|IN|0|NULL|Anna|K|Simmons|NULL|0|NULL
3678|IN|0|NULL|Bonnie|W|Tang|NULL|1|NULL
3679|IN|0|NULL|Bonnie|C|Xu|NULL|0|NULL
3680|IN|0|NULL|Anna|A|Foster|NULL|1|NULL
3681|IN|0|NULL|Anna|E|Gonzales|NULL|0|NULL
3682|IN|0|NULL|Anna|S|Bryant|NULL|2|NULL
3683|IN|0|NULL|Anna|NULL|Alexander|NULL|0|NULL
3684|IN|0|NULL|Bonnie|NULL|Luo|NULL|0|NULL
3685|IN|0|NULL|Anna|O|Russell|NULL|0|NULL
3686|IN|0|NULL|Anna|NULL|Griffin|NULL|1|NULL
3687|IN|0|NULL|Anna|NULL|Diaz|NULL|1|NULL
3688|IN|0|NULL|Cedric|NULL|Zeng|NULL|0|NULL
3689|IN|0|NULL|Bonnie|H|Yuan|NULL|0|NULL
3690|IN|0|NULL|Lauren|NULL|Sanchez|NULL|0|NULL
3691|IN|0|NULL|Bonnie|C|Kennedy|NULL|0|NULL
3692|IN|0|NULL|Lauren|G|Rogers|NULL|0|NULL
3693|IN|0|NULL|Lauren|J|Reed|NULL|0|NULL
3694|IN|0|NULL|Bonnie|A|Lal|NULL|0|NULL
3695|IN|0|NULL|Lauren|NULL|Cook|NULL|2|NULL
3696|IN|0|NULL|Bonnie|R|Sharma|NULL|1|NULL
3697|IN|0|NULL|Bonnie|NULL|Shan|NULL|0|NULL
3698|IN|0|NULL|Bonnie|NULL|Jai|NULL|2|NULL
3699|IN|0|NULL|Lauren|NULL|Morgan|NULL|0|NULL
3700|IN|0|NULL|Lauren|NULL|Blue|NULL|1|NULL
3701|IN|0|NULL|Lauren|C|Murphy|NULL|1|NULL
3702|IN|0|NULL|Bonnie|NULL|Pal|NULL|2|NULL
3703|IN|0|NULL|Lauren|NULL|Bailey|NULL|0|NULL
3704|IN|0|NULL|Bonnie|D|Andersen|NULL|1|NULL
3705|IN|0|NULL|Lauren|C|Rivera|NULL|1|NULL
3706|IN|0|NULL|Lauren|W|Cooper|NULL|0|NULL
3707|IN|0|NULL|Bonnie|NULL|Raje|NULL|1|NULL
3708|IN|0|NULL|Lauren|C|Richardson|NULL|0|NULL
3709|IN|0|NULL|Lauren|D|Cox|NULL|0|NULL
3710|IN|0|NULL|Bonnie|L|Chande|NULL|0|NULL
3711|IN|0|NULL|Cedric|R|She|NULL|0|NULL
3712|IN|0|NULL|Lauren|NULL|Howard|NULL|2|NULL
3713|IN|0|NULL|Lauren|NULL|Ward|NULL|0|NULL
3714|IN|0|NULL|Lauren|A|Torres|NULL|0|NULL
3715|IN|0|NULL|Lauren|NULL|Peterson|NULL|0|NULL
3716|IN|0|NULL|Lauren|NULL|Gray|NULL|2|NULL
3717|IN|0|NULL|Lauren|L|Ramirez|NULL|0|NULL
3718|IN|0|NULL|Lauren|T|James|NULL|2|NULL
3719|IN|0|NULL|Bonnie|P|Nara|NULL|0|NULL
3720|IN|0|NULL|Edward|NULL|King|NULL|0|NULL
3721|IN|0|NULL|Edward|NULL|Wright|NULL|0|NULL
3722|IN|0|NULL|Bonnie|NULL|Rai|NULL|0|NULL
3723|IN|0|NULL|Edward|L|Lopez|NULL|0|NULL
3724|IN|0|NULL|Bonnie|F|Nath|NULL|0|NULL
3725|IN|0|NULL|Bonnie|NULL|Goel|NULL|2|NULL
3726|IN|0|NULL|Edward|A|Hill|NULL|0|NULL
3727|IN|0|NULL|Edward|J|Scott|NULL|1|NULL
3728|IN|0|NULL|Bonnie|A|Beck|NULL|0|NULL
3729|IN|0|NULL|Edward|C|Green|NULL|0|NULL
